地區,項目,欄位名稱,數值,資料時間日期,資料週期,郵遞區號,機關代碼,電子郵件,行動電話,市話,縣市別代碼,行政區域代碼
臺中市,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),市立_償還借款,0,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),私立_償還借款,1165258,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),國立_經常支出報廢金額,0,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),市立_經常支出報廢金額,0,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),私立_經常支出報廢金額,301650,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),國立_折舊、折耗及攤銷,59557,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費來源(單位:千元),國立,681227,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費來源(單位:千元),市立,5917048,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費來源(單位:千元),私立,6597028,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),國立_經常支出,618826,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),市立_經常支出,5653142,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),私立_經常支出,5457471,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),國立_資本支出,28267,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),市立_資本支出,172096,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),私立_資本支出,2763923,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),國立_償還借款,0,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),市立_償還借款,0,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),私立_償還借款,348584,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),國立_經常支出報廢金額,0,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),市立_經常支出報廢金額,0,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),私立_經常支出報廢金額,265101,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),國立_折舊、折耗及攤銷,57098,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),市立_折舊、折耗及攤銷,0,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),私立_折舊、折耗及攤銷,0,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),市立_折舊、折耗及攤銷,0,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),私立_折舊、折耗及攤銷,0,2017-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
